ds,yhat,yhat_lower,yhat_upper
2010-02-01,108.8659535766333,101.02230574504414,117.44578933752351
2010-02-08,109.24633681497795,100.29241295457763,117.67248371409534
2010-02-15,110.93650237050704,102.40968540548131,119.73531608436674
2010-02-22,113.04371717167574,104.62561770105745,122.56588863615953
2010-03-01,114.0711759787995,105.31634637978345,122.56231853733141
2010-03-08,113.53041049433016,104.87742262498,122.33780130873296
2010-03-15,112.44433514404021,103.67545305925351,121.4634225467878
2010-03-22,112.21938130034954,103.39519052379737,120.38533317377491
2010-03-29,113.22507860797096,104.12014580700492,121.71233739630694
2010-04-05,114.63556169476273,105.92042133813361,123.58005117395201
2010-04-12,115.52651077589955,107.1134334368817,124.06531460237223
2010-04-19,115.83292879379995,107.40914651220497,124.35171330540032
2010-04-26,116.14256006694227,107.80568397025681,125.20968815164282
2010-05-03,116.79839647877333,107.56192155000278,126.31278992748001
2010-05-10,117.51130792044734,109.17402720895882,125.41210236185795
2010-05-17,117.86682484920865,109.4555794312263,125.72025539630633
2010-05-24,117.93319827796927,109.1365207915138,126.7734188013974
2010-05-31,118.14561838699748,109.77158510835663,126.79456116604872
2010-06-07,118.67827068904624,110.17642117453501,127.34593019875811
2010-06-14,119.19236295514321,110.90133372994673,128.00985452494223
2010-06-21,119.30398170143556,110.39242915790744,127.30630891954766
2010-06-28,119.13142630586945,110.6942551778242,127.57676562987525
2010-07-05,119.17812968822038,110.4765126621686,127.41585169679756
2010-07-12,119.69722273401702,111.36628156804981,129.1167019864378
2010-07-19,120.36886476605248,111.8244633957095,129.01133190529262
2010-07-26,120.70417735738761,112.35941806670664,129.19228446877662
2010-08-02,120.64161944323479,113.02757001951845,129.18421963217722
2010-08-09,120.57473051410379,111.8041565816416,129.2426931653374
2010-08-16,120.8165258573423,111.9955210633502,129.42858250853905
2010-08-23,121.22760814292572,112.40815467734386,130.51810333476308
2010-08-30,121.46797980680203,112.54867377007234,130.38422487968583
2010-09-06,121.4736357306649,112.67781494673568,129.9314388713857
2010-09-13,121.48457346078546,113.10579925094363,130.09842519843912
2010-09-20,121.6174805777333,112.49561135385075,129.91616312869857
2010-09-27,121.64164858166964,112.68939678469934,129.77488522283093
2010-10-04,121.33257267136395,113.59375213499294,130.53303231141973
2010-10-11,120.91482211655563,111.44379500197958,129.35570848199117
2010-10-18,120.8880653710523,113.18322511706822,129.3453138567002
2010-10-25,121.35143535256354,112.93711239326085,129.58839659061485
2010-11-01,121.73390558815593,112.95196440394811,130.54483463632764
2010-11-08,121.44095364885533,112.72547409164879,129.48627785328767
2010-11-15,120.7148317933871,111.64637339139846,129.2749499619453
2010-11-22,120.55152819026037,111.92703966108493,129.45033401915023
2010-11-29,121.57376989130661,112.58091813102214,129.76263345861696
2010-12-06,123.1309675881308,114.59052604125714,131.11688464037485
2010-12-13,123.81201438291933,115.43278699981579,132.4010316113661
2010-12-20,122.9410473892252,114.44889006629153,131.9007514130095
2010-12-27,121.37031437976167,112.55196563579634,130.22431225401021
2011-01-03,120.59451576875875,112.86482340526419,129.4665438971761
2011-01-10,121.15340027840364,112.84772576984751,130.72506730720536
2011-01-17,122.15834857930798,113.53872900765298,131.02695250236795
2011-01-24,122.476502011151,114.07532503480324,131.13451864963264
2011-01-31,122.14467685720221,113.28206805775326,130.6084590191501
2011-02-07,122.31487196339711,113.75464795139676,131.99527025937823
2011-02-14,123.79576419139993,115.43879410055376,132.58747488406954
2011-02-21,125.94314377247562,117.09468982736546,134.75123281505512
2011-02-28,127.24527652111395,119.34997375392865,135.68854381813864
2011-03-07,126.94575312696237,118.0886979587252,135.62806517572446
2011-03-14,125.84270043668096,117.67773468505773,134.4762404800371
2011-03-21,125.39525067687684,116.68137850003573,133.98685353530715
