ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2004-05-10,78.34874895306605,74.10977394255032,88.6274263176627,78.34874895306605,78.34874895306605,2.7218504639441465,2.7218504639441465,2.7218504639441465,1.512464822101236,1.512464822101236,1.512464822101236,1.2093856418429108,1.2093856418429108,1.2093856418429108,0.0,0.0,0.0,81.0705994170102
2004-05-17,78.50063136608328,74.1727762705425,88.44948641726413,78.50063136608328,78.50063136608328,2.746816244928304,2.746816244928304,2.746816244928304,1.5124648221037145,1.5124648221037145,1.5124648221037145,1.2343514228245893,1.2343514228245893,1.2343514228245893,0.0,0.0,0.0,81.24744761101158
2004-05-24,78.65251377910053,74.10809654536051,88.41869081051166,78.65251377910053,78.65251377910053,2.5253987514456955,2.5253987514456955,2.5253987514456955,1.512464822103066,1.512464822103066,1.512464822103066,1.0129339293426294,1.0129339293426294,1.0129339293426294,0.0,0.0,0.0,81.17791253054622
2004-05-31,78.80439619211776,73.74643508887826,88.56178852879424,78.80439619211776,78.80439619211776,2.5045346604145697,2.5045346604145697,2.5045346604145697,1.512464822099645,1.512464822099645,1.512464822099645,0.9920698383149246,0.9920698383149246,0.9920698383149246,0.0,0.0,0.0,81.30893085253233
2004-06-07,78.956278605135,74.46141378785134,88.80591133340592,78.956278605135,78.956278605135,2.828791892148057,2.828791892148057,2.828791892148057,1.5124648220962245,1.5124648220962245,1.5124648220962245,1.3163270700518326,1.3163270700518326,1.3163270700518326,0.0,0.0,0.0,81.78507049728306
2004-06-14,79.10816101815223,74.98725017302927,89.29961280048391,79.10816101815223,79.10816101815223,3.1360399509313415,3.1360399509313415,3.1360399509313415,1.5124648220955759,1.5124648220955759,1.5124648220955759,1.6235751288357658,1.6235751288357658,1.6235751288357658,0.0,0.0,0.0,82.24420096908358
2004-06-21,79.29868734763063,75.27968161482583,89.65122982140909,79.29868734763063,79.29868734763063,3.0476968450047006,3.0476968450047006,3.0476968450047006,1.5124648220980548,1.5124648220980548,1.5124648220980548,1.5352320229066456,1.5352320229066456,1.5352320229066456,0.0,0.0,0.0,82.34638419263533
2004-06-28,79.48921367710903,74.91939146132574,89.86385082317648,79.48921367710903,79.48921367710903,2.6876604325231552,2.6876604325231552,2.6876604325231552,1.512464822100533,1.512464822100533,1.512464822100533,1.1751956104226222,1.1751956104226222,1.1751956104226222,0.0,0.0,0.0,82.1768741096322
2004-07-05,79.67974000658742,74.35794343125166,89.67292866141136,79.67974000658742,79.67974000658742,2.538253062188372,2.538253062188372,2.538253062188372,1.5124648220971122,1.5124648220971122,1.5124648220971122,1.0257882400912592,1.0257882400912592,1.0257882400912592,0.0,0.0,0.0,82.2179930687758
2004-07-12,79.87026633606582,75.35351980838092,89.90116600175244,79.87026633606582,79.87026633606582,2.8268039642879845,2.8268039642879845,2.8268039642879845,1.5124648220964638,1.5124648220964638,1.5124648220964638,1.3143391421915207,1.3143391421915207,1.3143391421915207,0.0,0.0,0.0,82.69707030035381
2004-07-19,80.06079266554421,75.55626412476595,90.80236221277575,80.06079266554421,80.06079266554421,3.24378662763404,3.24378662763404,3.24378662763404,1.512464822098942,1.512464822098942,1.512464822098942,1.7313218055350976,1.7313218055350976,1.7313218055350976,0.0,0.0,0.0,83.30457929317825
2004-07-26,80.25131899502261,76.62241802085454,90.83370306727602,80.25131899502261,80.25131899502261,3.340746573898863,3.340746573898863,3.340746573898863,1.5124648221041923,1.5124648221041923,1.5124648221041923,1.82828175179467,1.82828175179467,1.82828175179467,0.0,0.0,0.0,83.59206556892148
2004-08-02,80.441845324501,76.33521288742422,90.20931087277457,80.441845324501,80.441845324501,3.0720900427476714,3.0720900427476714,3.0720900427476714,1.512464822097645,1.512464822097645,1.512464822097645,1.5596252206500263,1.5596252206500263,1.5596252206500263,0.0,0.0,0.0,83.51393536724868
2004-08-09,80.6323716539794,76.62479347110322,89.95564649745249,80.6323716539794,80.6323716539794,2.794415605665597,2.794415605665597,2.794415605665597,1.5124648221001236,1.5124648221001236,1.5124648221001236,1.281950783565474,1.281950783565474,1.281950783565474,0.0,0.0,0.0,83.426787259645
2004-08-16,80.8228979834578,76.40940118713577,91.10109115456213,80.8228979834578,80.8228979834578,2.778974041767943,2.778974041767943,2.778974041767943,1.5124648221026018,1.5124648221026018,1.5124648221026018,1.2665092196653414,1.2665092196653414,1.2665092196653414,0.0,0.0,0.0,83.60187202522575
2004-08-23,81.0134243129362,75.93346263928703,90.56291572455086,81.0134243129362,81.0134243129362,2.910579164952965,2.910579164952965,2.910579164952965,1.5124648221019532,1.5124648221019532,1.5124648221019532,1.3981143428510117,1.3981143428510117,1.3981143428510117,0.0,0.0,0.0,83.92400347788916
2004-08-31,81.23116868948294,75.46048160620239,90.24416666123284,81.23116868948294,81.23116868948294,2.049032695423455,2.049032695423455,2.049032695423455,0.6366968356885769,0.6366968356885769,0.6366968356885769,1.4123358597348779,1.4123358597348779,1.4123358597348779,0.0,0.0,0.0,83.28020138490639
2004-09-06,81.394476971893,77.22090677685014,91.54078499649981,81.394476971893,81.394476971893,2.8427534842550086,2.8427534842550086,2.8427534842550086,1.512464822101011,1.512464822101011,1.512464822101011,1.3302886621539978,1.3302886621539978,1.3302886621539978,0.0,0.0,0.0,84.23723045614801
2004-09-13,81.58500330137139,77.1978866775287,91.68028841631269,81.58500330137139,81.58500330137139,2.826890143714656,2.826890143714656,2.826890143714656,1.5124648221034895,1.5124648221034895,1.5124648221034895,1.3144253216111665,1.3144253216111665,1.3144253216111665,0.0,0.0,0.0,84.41189344508604
